ward_key,ward,lga_key,lga,state_key,state,zone
benue-gboko-gbkcentral-market,Gbk/Central Market,gboko,Gboko,benue,Benue,North Central
benue-gboko-gboko-east,Gboko East,gboko,Gboko,benue,Benue,North Central
benue-gboko-gboko-north-west,Gboko North West,gboko,Gboko,benue,Benue,North Central
benue-makurdi-agan,Agan,makurdi,Makurdi,benue,Benue,North Central
benue-makurdi-ankpawadata,Ankpa/Wadata,makurdi,Makurdi,benue,Benue,North Central
benue-makurdi-bar,Bar,makurdi,Makurdi,benue,Benue,North Central
benue-otukpo-adoka-haje,Adoka-Haje,otukpo,Oturkpo,benue,Benue,North Central
benue-otukpo-adoka-icho,Adoka-Icho,otukpo,Oturkpo,benue,Benue,North Central
benue-otukpo-allan,Allan,otukpo,Oturkpo,benue,Benue,North Central
benue-katsina-ala-ikurav-tiev-i,Ikurav Tiev I,katsina-ala,Katsina-Ala,benue,Benue,North Central
benue-katsina-ala-ikurav-tiev-ii,Ikurav Tiev II,katsina-ala,Katsina-Ala,benue,Benue,North Central
benue-katsina-ala-iwar-tongov-i,Iwar(Tongov I),katsina-ala,Katsina-Ala,benue,Benue,North Central
benue-vandeikya-mbadede,Mbadede,vandeikya,Vandeikya,benue,Benue,North Central
benue-vandeikya-mbagbam,Mbagbam,vandeikya,Vandeikya,benue,Benue,North Central
benue-vandeikya-mbagbera,Mbagbera,vandeikya,Vandeikya,benue,Benue,North Central
federal-capital-territory-abuja-municipal-area-council-city-centre,City Centre,abuja-municipal-area-council,Municipal Area Council,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-abuja-municipal-area-council-garki,Garki,abuja-municipal-area-council,Municipal Area Council,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-abuja-municipal-area-council-gui,Gui,abuja-municipal-area-council,Municipal Area Council,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-bwari-bwari-central,Bwari Central,bwari,Bwari,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-bwari-byazhin,Byazhin,bwari,Bwari,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-bwari-dutse-alhaji,Dutse Alhaji,bwari,Bwari,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-gwagwalada-dobi,Dobi,gwagwalada,Gwagwalada,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-gwagwalada-gwagwalada-centre,Gwagwalada Centre,gwagwalada,Gwagwalada,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-gwagwalada-gwako,Gwako,gwagwalada,Gwagwalada,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-kuje-chibiri,Chibiri,kuje,Kuje,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-kuje-gaube,Gaube,kuje,Kuje,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-kuje-gudun-karya,Gudun Karya,kuje,Kuje,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-kwali-ashara,Ashara,kwali,Kwali,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-kwali-dafa,Dafa,kwali,Kwali,federal-capital-territory,Abuja Federal Capital Territory,North Central
federal-capital-territory-kwali-gumbo,Gumbo,kwali,Kwali,federal-capital-territory,Abuja Federal Capital Territory,North Central
kogi-lokoja-eggan,Eggan,lokoja,Lokoja,kogi,Kogi,North Central
kogi-lokoja-kakanda,Kakanda,lokoja,Lokoja,kogi,Kogi,North Central
kogi-lokoja-kupa-north-east,Kupa North East,lokoja,Lokoja,kogi,Kogi,North Central
kogi-okene-abugaozuja,Abuga/Ozuja,okene,Okene,kogi,Kogi,North Central
kogi-okene-bariki,Bariki,okene,Okene,kogi,Kogi,North Central
kogi-okene-idoji,Idoji,okene,Okene,kogi,Kogi,North Central
kogi-kabba-bunu-aiyeteju,Aiyeteju,kabba-bunu,Kabba/Bunu,kogi,Kogi,North Central
kogi-kabba-bunu-aiyetoro-kiri,Aiyetoro-Kiri,kabba-bunu,Kabba/Bunu,kogi,Kogi,North Central
kogi-kabba-bunu-aiyewa,Aiyewa,kabba-bunu,Kabba/Bunu,kogi,Kogi,North Central
kogi-idah-ede,Ede,idah,Idah,kogi,Kogi,North Central
kogi-idah-ega,Ega,idah,Idah,kogi,Kogi,North Central
kogi-idah-ichala,Ichala,idah,Idah,kogi,Kogi,North Central
kogi-ankpa-ankpa-i,Ankpa I,ankpa,Ankpa,kogi,Kogi,North Central
kogi-ankpa-ankpa-ii,Ankpa II,ankpa,Ankpa,kogi,Kogi,North Central
kogi-ankpa-ankpa-suburb-i,Ankpa Suburb I,ankpa,Ankpa,kogi,Kogi,North Central
kwara-ilorin-east-agbeyangigbadamuosin,Agbeyangi/Gbadamu/Osin,ilorin-east,Ilorin East,kwara,Kwara,North Central
kwara-ilorin-east-apado,Apado,ilorin-east,Ilorin East,kwara,Kwara,North Central
kwara-ilorin-east-balogun-gambari-ii,Balogun Gambari II,ilorin-east,Ilorin East,kwara,Kwara,North Central
kwara-ilorin-west-adewole,Adewole,ilorin-west,Ilorin West,kwara,Kwara,North Central
kwara-ilorin-west-ajikobi,Ajikobi,ilorin-west,Ilorin West,kwara,Kwara,North Central
kwara-ilorin-west-baboko,Baboko,ilorin-west,Ilorin West,kwara,Kwara,North Central
kwara-offa-balogun,Balogun,offa,Offa,kwara,Kwara,North Central
kwara-offa-essa-a,Essa-A,offa,Offa,kwara,Kwara,North Central
kwara-offa-essa-b,Essa-B,offa,Offa,kwara,Kwara,North Central
kwara-ekiti-eruku,Eruku,ekiti,Ekiti,kwara,Kwara,North Central
kwara-ekiti-isapa,Isapa,ekiti,Ekiti,kwara,Kwara,North Central
kwara-ekiti-koro,Koro,ekiti,Ekiti,kwara,Kwara,North Central
kwara-edu-lafiagi-i,Lafiagi I,edu,Edu,kwara,Kwara,North Central
kwara-edu-lafiagi-ii,Lafiagi II,edu,Edu,kwara,Kwara,North Central
kwara-edu-lafiagi-iii,Lafiagi III,edu,Edu,kwara,Kwara,North Central
nasarawa-lafia-adogi,Adogi,lafia,Lafia,nasarawa,Nasarawa,North Central
nasarawa-lafia-agyaragun-tofa,Agyaragun Tofa,lafia,Lafia,nasarawa,Nasarawa,North Central
nasarawa-lafia-akurbabakin-rijiya,Akurba/Bakin Rijiya,lafia,Lafia,nasarawa,Nasarawa,North Central
nasarawa-keffi-ang-rimi,Ang.Rimi,keffi,Keffi,nasarawa,Nasarawa,North Central
nasarawa-keffi-angwan-iya-i,Angwan Iya I,keffi,Keffi,nasarawa,Nasarawa,North Central
nasarawa-keffi-angwan-iya-ii,Angwan Iya II,keffi,Keffi,nasarawa,Nasarawa,North Central
nasarawa-akwanga-agyaga,Agyaga,akwanga,Akwanga,nasarawa,Nasarawa,North Central
nasarawa-akwanga-akwanga-east,Akwanga East,akwanga,Akwanga,nasarawa,Nasarawa,North Central
nasarawa-akwanga-akwanga-west,Akwanga West,akwanga,Akwanga,nasarawa,Nasarawa,North Central
nasarawa-nasarawa-akum,Akum,nasarawa,Nasarawa,nasarawa,Nasarawa,North Central
nasarawa-nasarawa-ara-i,Ara I,nasarawa,Nasarawa,nasarawa,Nasarawa,North Central
nasarawa-nasarawa-ara-ii,Ara II,nasarawa,Nasarawa,nasarawa,Nasarawa,North Central
nasarawa-doma-agbashi,Agbashi,doma,Doma,nasarawa,Nasarawa,North Central
nasarawa-doma-akpanaja,Akpanaja,doma,Doma,nasarawa,Nasarawa,North Central
nasarawa-doma-alagye,Alagye,doma,Doma,nasarawa,Nasarawa,North Central
niger-chanchaga-limawa-a,Limawa 'A',chanchaga,Chanchaga,niger,Niger,North Central
niger-chanchaga-limawa-b,Limawa 'B',chanchaga,Chanchaga,niger,Niger,North Central
niger-chanchaga-makera,Makera,chanchaga,Chanchaga,niger,Niger,North Central
niger-kontagora-arewa,Arewa,kontagora,Kontagora,niger,Niger,North Central
niger-kontagora-central,Central,kontagora,Kontagora,niger,Niger,North Central
niger-kontagora-gabas,Gabas,kontagora,Kontagora,niger,Niger,North Central
niger-suleja-bagama-b,Bagama 'B',suleja,Suleja,niger,Niger,North Central
niger-suleja-bagmama-a,Bagmama 'A',suleja,Suleja,niger,Niger,North Central
niger-suleja-hashimi-a,Hashimi 'A',suleja,Suleja,niger,Niger,North Central
niger-bida-bariki,Bariki,bida,Bida,niger,Niger,North Central
niger-bida-ceniyan,Ceniyan,bida,Bida,niger,Niger,North Central
niger-bida-dokodza,Dokodza,bida,Bida,niger,Niger,North Central
niger-agaie-baro,Baro,agaie,Agaie,niger,Niger,North Central
niger-agaie-boku,Boku,agaie,Agaie,niger,Niger,North Central
niger-agaie-dauaci,Dauaci,agaie,Agaie,niger,Niger,North Central
plateau-jos-north-abba-na-shehu,Abba Na Shehu,jos-north,Jos North,plateau,Plateau,North Central
plateau-jos-north-ali-kazaure,Ali Kazaure,jos-north,Jos North,plateau,Plateau,North Central
plateau-jos-north-gangare,Gangare,jos-north,Jos North,plateau,Plateau,North Central
plateau-jos-south-bukuru,Bukuru,jos-south,Jos South,plateau,Plateau,North Central
plateau-jos-south-du,Du,jos-south,Jos South,plateau,Plateau,North Central
plateau-jos-south-giring,Giring,jos-south,Jos South,plateau,Plateau,North Central
plateau-barkin-ladi-barakin-ladi,Barakin Ladi,barkin-ladi,Barkin Ladi,plateau,Plateau,North Central
plateau-barkin-ladi-gassasho,Gassa/Sho,barkin-ladi,Barkin Ladi,plateau,Plateau,North Central
plateau-barkin-ladi-gindin-akwati,Gindin Akwati,barkin-ladi,Barkin Ladi,plateau,Plateau,North Central
plateau-mangu-ampang-west,Ampang west,mangu,Mangu,plateau,Plateau,North Central
plateau-mangu-chanso,Chanso,mangu,Mangu,plateau,Plateau,North Central
plateau-mangu-gindiri-i,Gindiri  I,mangu,Mangu,plateau,Plateau,North Central
plateau-pankshin-chip,Chip,pankshin,Pankshin,plateau,Plateau,North Central
plateau-pankshin-dok-pai,Dok-Pai,pankshin,Pankshin,plateau,Plateau,North Central
plateau-pankshin-fier,Fier,pankshin,Pankshin,plateau,Plateau,North Central
adamawa-yola-north-ajiya,Ajiya,yola-north,Yola North,adamawa,Adamawa,North East
adamawa-yola-north-alkalawa,Alkalawa,yola-north,Yola North,adamawa,Adamawa,North East
adamawa-yola-north-doubeli,Doubeli,yola-north,Yola North,adamawa,Adamawa,North East
adamawa-yola-south-adarawo,Adarawo,yola-south,Yola South,adamawa,Adamawa,North East
adamawa-yola-south-bako,Bako,yola-south,Yola South,adamawa,Adamawa,North East
adamawa-yola-south-bole-yolde-pate,Bole Yolde Pate,yola-south,Yola South,adamawa,Adamawa,North East
adamawa-numan-bare,Bare,numan,Numan,adamawa,Adamawa,North East
adamawa-numan-bolki,Bolki,numan,Numan,adamawa,Adamawa,North East
adamawa-numan-gamadio,Gamadio,numan,Numan,adamawa,Adamawa,North East
adamawa-mubi-north-bahuli,Bahuli,mubi-north,Mubi North,adamawa,Adamawa,North East
adamawa-mubi-north-betso,Betso,mubi-north,Mubi North,adamawa,Adamawa,North East
adamawa-mubi-north-digil,Digil,mubi-north,Mubi North,adamawa,Adamawa,North East
borno-maiduguri-bolori-i,Bolori I,maiduguri,Maiduguri,borno,Borno,North East
borno-maiduguri-bolori-ii,Bolori II,maiduguri,Maiduguri,borno,Borno,North East
borno-maiduguri-bulablin,Bulablin,maiduguri,Maiduguri,borno,Borno,North East
borno-jere-alau,Alau,jere,Jere,borno,Borno,North East
borno-jere-bale-galtimari,Bale Galtimari,jere,Jere,borno,Borno,North East
borno-jere-dala-lawanti,Dala lawanti,jere,Jere,borno,Borno,North East
borno-biu-buratai,Buratai,biu,Biu,borno,Borno,North East
borno-biu-dadin-kowa,Dadin Kowa,biu,Biu,borno,Borno,North East
borno-biu-dugja,Dugja,biu,Biu,borno,Borno,North East
borno-gwoza-ashigashiya,Ashigashiya,gwoza,Gwoza,borno,Borno,North East
borno-gwoza-bita-izge,Bita / Izge,gwoza,Gwoza,borno,Borno,North East
borno-gwoza-dure-wala-warabe,Dure / Wala / Warabe,gwoza,Gwoza,borno,Borno,North East
borno-chibok-chibok-garu,Chibok Garu,chibok,Chibok,borno,Borno,North East
borno-chibok-chibok-likama,Chibok Likama,chibok,Chibok,borno,Borno,North East
borno-chibok-chibok-wuntaku,Chibok Wuntaku,chibok,Chibok,borno,Borno,North East
gombe-gombe-ajiya,Ajiya,gombe,Gombe,gombe,Gombe,North East
gombe-gombe-bajoga,Bajoga,gombe,Gombe,gombe,Gombe,North East
gombe-gombe-bolari-east,Bolari East,gombe,Gombe,gombe,Gombe,North East
gombe-yamaltu-deba-deba,Deba,yamaltu-deba,Yamaltu/Deba,gombe,Gombe,North East
gombe-yamaltu-deba-difa-lubo-kinafa,Difa / Lubo / Kinafa,yamaltu-deba,Yamaltu/Deba,gombe,Gombe,North East
gombe-yamaltu-deba-gwani-shinga-wade,Gwani / Shinga / Wade,yamaltu-deba,Yamaltu/Deba,gombe,Gombe,North East
gombe-kaltungo-awak,Awak,kaltungo,Kaltungo,gombe,Gombe,North East
gombe-kaltungo-bule-kaltin,Bule / Kaltin,kaltungo,Kaltungo,gombe,Gombe,North East
gombe-kaltungo-kaltungo-east,Kaltungo East,kaltungo,Kaltungo,gombe,Gombe,North East
gombe-balanga-bambam,Bambam,balanga,Balanga,gombe,Gombe,North East
gombe-balanga-bangu,Bangu,balanga,Balanga,gombe,Gombe,North East
gombe-balanga-dadiya,Dadiya,balanga,Balanga,gombe,Gombe,North East
gombe-nafada-barwo-nasarawo,Barwo / Nasarawo,nafada,Nafada,gombe,Gombe,North East
gombe-nafada-barwo-winde,Barwo Winde,nafada,Nafada,gombe,Gombe,North East
gombe-nafada-birin-bolewa,Birin Bolewa,nafada,Nafada,gombe,Gombe,North East
taraba-jalingo-abbare-yelwa,Abbare Yelwa,jalingo,Jalingo,taraba,Taraba,North East
taraba-jalingo-barade,Barade,jalingo,Jalingo,taraba,Taraba,North East
taraba-jalingo-kachalla-sembe,Kachalla Sembe,jalingo,Jalingo,taraba,Taraba,North East
taraba-wukari-akwana,Akwana,wukari,Wukari,taraba,Taraba,North East
taraba-wukari-avyi,Avyi,wukari,Wukari,taraba,Taraba,North East
taraba-wukari-bantaje,Bantaje,wukari,Wukari,taraba,Taraba,North East
taraba-sardauna-gembu-a,Gembu 'A',sardauna,Sardauna,taraba,Taraba,North East
taraba-sardauna-gembu-b,Gembu 'B',sardauna,Sardauna,taraba,Taraba,North East
taraba-sardauna-kabri,Kabri,sardauna,Sardauna,taraba,Taraba,North East
taraba-ardo-kola-alim-gora,Alim-Gora,ardo-kola,Ardo-Kola,taraba,Taraba,North East
taraba-ardo-kola-ardo-kola,Ardo Kola,ardo-kola,Ardo-Kola,taraba,Taraba,North East
taraba-ardo-kola-iware,Iware,ardo-kola,Ardo-Kola,taraba,Taraba,North East
taraba-donga-akate,Akate,donga,Donga,taraba,Taraba,North East
taraba-donga-asibiti,Asibiti,donga,Donga,taraba,Taraba,North East
taraba-donga-bikadarko,Bikadarko,donga,Donga,taraba,Taraba,North East
yobe-damaturu-bindigarifawari,Bindigari/Fawari,damaturu,Damaturu,yobe,Yobe,North East
yobe-damaturu-damakasu,Damakasu,damaturu,Damaturu,yobe,Yobe,North East
yobe-damaturu-damaturu-central,Damaturu Central,damaturu,Damaturu,yobe,Yobe,North East
yobe-potiskum-bare-barebauyalalai-dumbulwa,Bare-Bare/Bauya/Lalai Dumbulwa,potiskum,Potiskum,yobe,Yobe,North East
yobe-potiskum-bolewa-a,Bolewa 'A',potiskum,Potiskum,yobe,Yobe,North East
yobe-potiskum-bolewa-b,Bolewa 'B',potiskum,Potiskum,yobe,Yobe,North East
yobe-nguru-bulabulin,Bulabulin,nguru,Nguru,yobe,Yobe,North East
yobe-nguru-bulanguwa,Bulanguwa,nguru,Nguru,yobe,Yobe,North East
yobe-nguru-dabule,Dabule,nguru,Nguru,yobe,Yobe,North East
yobe-bade-dagona,Dagona,bade,Bade,yobe,Yobe,North East
yobe-bade-gwio-kura,Gwio-Kura,bade,Bade,yobe,Yobe,North East
yobe-bade-katuzu,Katuzu,bade,Bade,yobe,Yobe,North East
yobe-geidam-asheikri,Asheikri,geidam,Geidam,yobe,Yobe,North East
yobe-geidam-ballegallabameleri,Balle/Gallaba/Meleri,geidam,Geidam,yobe,Yobe,North East
yobe-geidam-damakarwakusur,Damakarwa/Kusur,geidam,Geidam,yobe,Yobe,North East
kaduna-kaduna-north-badarawa,Badarawa,kaduna-north,Kaduna North,kaduna,Kaduna,North West
kaduna-kaduna-north-gabasawa,Gabasawa,kaduna-north,Kaduna North,kaduna,Kaduna,North West
kaduna-kaduna-north-gaji,Gaji,kaduna-north,Kaduna North,kaduna,Kaduna,North West
kaduna-kaduna-south-badiko,Badiko,kaduna-south,Kaduna South,kaduna,Kaduna,North West
kaduna-kaduna-south-barnawa,Barnawa,kaduna-south,Kaduna South,kaduna,Kaduna,North West
kaduna-kaduna-south-kakuri-gwari,Kakuri Gwari,kaduna-south,Kaduna South,kaduna,Kaduna,North West
kaduna-zaria-dambo,Dambo,zaria,Zaria,kaduna,Kaduna,North West
kaduna-zaria-dutsen-abba,Dutsen Abba,zaria,Zaria,kaduna,Kaduna,North West
kaduna-zaria-gyallesu,Gyallesu,zaria,Zaria,kaduna,Kaduna,North West
kaduna-jemaa-asso,Asso,jemaa,Jema'A,kaduna,Kaduna,North West
kaduna-jemaa-atuku,Atuku,jemaa,Jema'A,kaduna,Kaduna,North West
kaduna-jemaa-bedde,Bedde,jemaa,Jema'A,kaduna,Kaduna,North West
kaduna-soba-dan-wata,Dan Wata,soba,Soba,kaduna,Kaduna,North West
kaduna-soba-gamagira,Gamagira,soba,Soba,kaduna,Kaduna,North West
kaduna-soba-garun-gwanki,Garun Gwanki,soba,Soba,kaduna,Kaduna,North West
kano-kano-municipal-chedi,Chedi,kano-municipal,Kano Municipal,kano,Kano,North West
kano-kano-municipal-danagundi,Dan'agundi,kano-municipal,Kano Municipal,kano,Kano,North West
kano-kano-municipal-gandun-albasa,Gandun Albasa,kano-municipal,Kano Municipal,kano,Kano,North West
kano-fagge-fagge-a,Fagge A,fagge,Fagge,kano,Kano,North West
kano-fagge-fagge-b,Fagge B,fagge,Fagge,kano,Kano,North West
kano-fagge-fagge-c,Fagge C,fagge,Fagge,kano,Kano,North West
kano-dala-adakawa,Adakawa,dala,Dala,kano,Kano,North West
kano-dala-bakin-ruwa,Bakin Ruwa,dala,Dala,kano,Kano,North West
kano-dala-dala,Dala,dala,Dala,kano,Kano,North West
kano-nasarawa-dakata,Dakata,nasarawa,Nasarawa,kano,Kano,North West
kano-nasarawa-gama,Gama,nasarawa,Nasarawa,kano,Kano,North West
kano-nasarawa-gawuna,Gawuna,nasarawa,Nasarawa,kano,Kano,North West
kano-gwale-dandago,Dandago,gwale,Gwale,kano,Kano,North West
kano-gwale-diso,Diso,gwale,Gwale,kano,Kano,North West
kano-gwale-dorayi,Dorayi,gwale,Gwale,kano,Kano,North West
katsina-katsina-kangiwa,Kangiwa,katsina,Katsina,katsina,Katsina,North West
katsina-katsina-shinkafi-a,Shinkafi 'A,katsina,Katsina,katsina,Katsina,North West
katsina-katsina-shinkafi-b,Shinkafi 'B',katsina,Katsina,katsina,Katsina,North West
katsina-daura-kusugu,Kusugu,daura,Daura,katsina,Katsina,North West
katsina-daura-madobi-a,Madobi A,daura,Daura,katsina,Katsina,North West
katsina-daura-madobi-b,Madobi B,daura,Daura,katsina,Katsina,North West
katsina-funtua-dandutse,Dandutse,funtua,Funtua,katsina,Katsina,North West
katsina-funtua-dukke,Dukke,funtua,Funtua,katsina,Katsina,North West
katsina-funtua-goya,Goya,funtua,Funtua,katsina,Katsina,North West
katsina-mashi-bamble,Bamble,mashi,Mashi,katsina,Katsina,North West
katsina-mashi-doguru-a,Doguru 'A',mashi,Mashi,katsina,Katsina,North West
katsina-mashi-doguru-b,Doguru 'B',mashi,Mashi,katsina,Katsina,North West
katsina-dutsinma-bagagadi,Bagagadi,dutsinma,Dutsin Ma,katsina,Katsina,North West
katsina-dutsinma-dabawa,Dabawa,dutsinma,Dutsin Ma,katsina,Katsina,North West
katsina-dutsinma-dutsin-ma-a,Dutsin-Ma A,dutsinma,Dutsin Ma,katsina,Katsina,North West
kebbi-birnin-kebbi-ambursa,Ambursa,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West
kebbi-birnin-kebbi-birnin-kebbi-dangaladima,Birnin Kebbi Dangaladima,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West
kebbi-birnin-kebbi-birnin-kebbi-mafara,Birnin Kebbi Mafara,birnin-kebbi,Birnin Kebbi,kebbi,Kebbi,North West
kebbi-argungu-alwasagotomo,Alwasa/Gotomo,argungu,Argungu,kebbi,Kebbi,North West
kebbi-argungu-dikko,Dikko,argungu,Argungu,kebbi,Kebbi,North West
kebbi-argungu-felande,Felande,argungu,Argungu,kebbi,Kebbi,North West
kebbi-yauri-chulukoma,Chulu/Koma,yauri,Yauri,kebbi,Kebbi,North West
kebbi-yauri-gungun-sarki,Gungun Sarki,yauri,Yauri,kebbi,Kebbi,North West
kebbi-yauri-jijima,Jijima,yauri,Yauri,kebbi,Kebbi,North West
kebbi-zuru-bedi,Bedi,zuru,Zuru,kebbi,Kebbi,North West
kebbi-zuru-ciroman-dabai,Ciroman Dabai,zuru,Zuru,kebbi,Kebbi,North West
kebbi-zuru-isgogo-dago,Isgogo /Dago,zuru,Zuru,kebbi,Kebbi,North West
kebbi-kalgo-badariyamagarza,Badariya/Magarza,kalgo,Kalgo,kebbi,Kebbi,North West
kebbi-kalgo-dangomagayi,Dangoma/Gayi,kalgo,Kalgo,kebbi,Kebbi,North West
kebbi-kalgo-diggi,Diggi,kalgo,Kalgo,kebbi,Kebbi,North West
sokoto-sokoto-north-magajin-gari-a,Magajin Gari 'A',sokoto-north,Sokoto North,sokoto,Sokoto,North West
sokoto-sokoto-north-magajin-gari-b,Magajin gari B,sokoto-north,Sokoto North,sokoto,Sokoto,North West
sokoto-sokoto-north-magajin-rafi-a,Magajin Rafi 'A',sokoto-north,Sokoto North,sokoto,Sokoto,North West
sokoto-sokoto-south-gagi-a,Gagi 'A',sokoto-south,Sokoto South,sokoto,Sokoto,North West
sokoto-sokoto-south-gagi-b,Gagi 'B',sokoto-south,Sokoto South,sokoto,Sokoto,North West
sokoto-sokoto-south-gagi-c,Gagi 'C',sokoto-south,Sokoto South,sokoto,Sokoto,North West
sokoto-tambuwal-bagidalukkingo,Bagida/Lukkingo,tambuwal,Tambuwal,sokoto,Sokoto,North West
sokoto-tambuwal-bakayasabon-birni,Bakaya/Sabon Birni,tambuwal,Tambuwal,sokoto,Sokoto,North West
sokoto-tambuwal-barkejinabaguda,Barkeji/Nabaguda,tambuwal,Tambuwal,sokoto,Sokoto,North West
sokoto-bodinga-badaudarhela,Badau/Darhela,bodinga,Bodinga,sokoto,Sokoto,North West
sokoto-bodinga-bagarawa,Bagarawa,bodinga,Bodinga,sokoto,Sokoto,North West
sokoto-bodinga-bangidabaga,Bangi/Dabaga,bodinga,Bodinga,sokoto,Sokoto,North West
sokoto-wamako-arkilla,Arkilla,wamako,Wamakko,sokoto,Sokoto,North West
sokoto-wamako-badokasarawa,Bado/Kasarawa,wamako,Wamakko,sokoto,Sokoto,North West
sokoto-wamako-dundayegumburawa,Dundaye/Gumburawa,wamako,Wamakko,sokoto,Sokoto,North West
zamfara-gusau-galadima,Galadima,gusau,Gusau,zamfara,Zamfara,North West
zamfara-gusau-mada,Mada,gusau,Gusau,zamfara,Zamfara,North West
zamfara-gusau-madawaki,Madawaki,gusau,Gusau,zamfara,Zamfara,North West
zamfara-kaura-namoda-banga,Banga,kaura-namoda,Kaura Namoda,zamfara,Zamfara,North West
zamfara-kaura-namoda-dan-isa,Dan-Isa,kaura-namoda,Kaura Namoda,zamfara,Zamfara,North West
zamfara-kaura-namoda-gabake,Gabake,kaura-namoda,Kaura Namoda,zamfara,Zamfara,North West
zamfara-talata-mafara-garbadu,Garbadu,talata-mafara,Talata Mafara,zamfara,Zamfara,North West
zamfara-talata-mafara-gwaram,Gwaram,talata-mafara,Talata Mafara,zamfara,Zamfara,North West
zamfara-talata-mafara-jangebe,Jangebe,talata-mafara,Talata Mafara,zamfara,Zamfara,North West
zamfara-maru-bindin,Bindin,maru,Maru,zamfara,Zamfara,North West
zamfara-maru-bingin,Bingin,maru,Maru,zamfara,Zamfara,North West
zamfara-maru-dan-gulbi,Dan Gulbi,maru,Maru,zamfara,Zamfara,North West
zamfara-bungudu-bingi-north,Bingi North,bungudu,Bungudu,zamfara,Zamfara,North West
zamfara-bungudu-bingi-south,Bingi South,bungudu,Bungudu,zamfara,Zamfara,North West
zamfara-bungudu-bungudu,Bungudu,bungudu,Bungudu,zamfara,Zamfara,North West
abia-aba-north-ariaria-market,Ariaria Market,aba-north,Aba North,abia,Abia,South East
abia-aba-north-eziama,Eziama,aba-north,Aba North,abia,Abia,South East
abia-aba-north-industrial-area,Industrial Area,aba-north,Aba North,abia,Abia,South East
abia-aba-south-aba-river,Aba River,aba-south,Aba South,abia,Abia,South East
abia-aba-south-aba-town-hall,Aba Town Hall,aba-south,Aba South,abia,Abia,South East
abia-aba-south-asa,Asa,aba-south,Aba South,abia,Abia,South East
abia-umuahia-north-afugiri,Afugiri,umuahia-north,Umuahia North,abia,Abia,South East
abia-umuahia-north-ibeku-east-i,Ibeku East I,umuahia-north,Umuahia North,abia,Abia,South East
abia-umuahia-north-ibeku-east-ii,Ibeku East II,umuahia-north,Umuahia North,abia,Abia,South East
abia-umuahia-south-ahiaukwu-i,Ahiaukwu  I,umuahia-south,Umuahia South,abia,Abia,South East
abia-umuahia-south-ahiaukwu-ii,Ahiaukwu  II,umuahia-south,Umuahia South,abia,Abia,South East
abia-umuahia-south-amakama,Amakama,umuahia-south,Umuahia South,abia,Abia,South East
abia-arochukwu-arochukwu-i,Arochukwu I,arochukwu,Arochukwu,abia,Abia,South East
abia-arochukwu-arochukwu-ii,Arochukwu II,arochukwu,Arochukwu,abia,Abia,South East
abia-arochukwu-arochukwu-iii,Arochukwu III,arochukwu,Arochukwu,abia,Abia,South East
anambra-awka-north-achalla-i,Achalla  I,awka-north,Awka North,anambra,Anambra,South East
anambra-awka-north-achalla-ii,Achalla  II,awka-north,Awka North,anambra,Anambra,South East
anambra-awka-north-achalla-iii,Achalla  III,awka-north,Awka North,anambra,Anambra,South East
anambra-awka-south-agu-oka,Agu Oka,awka-south,Awka South,anambra,Anambra,South East
anambra-awka-south-amawbia-i,Amawbia  I,awka-south,Awka South,anambra,Anambra,South East
anambra-awka-south-amawbia-ii,Amawbia  II,awka-south,Awka South,anambra,Anambra,South East
anambra-onitsha-north-american-quarters,American Quarters,onitsha-north,Onitsha North,anambra,Anambra,South East
anambra-onitsha-north-g-r-a,G.R.A,onitsha-north,Onitsha North,anambra,Anambra,South East
anambra-onitsha-north-inland-town-i,Inland Town I,onitsha-north,Onitsha North,anambra,Anambra,South East
anambra-onitsha-south-bridge-head-i,Bridge Head I,onitsha-south,Onitsha South,anambra,Anambra,South East
anambra-onitsha-south-bridge-head-ii,Bridge Head II,onitsha-south,Onitsha South,anambra,Anambra,South East
anambra-onitsha-south-bridge-head-iii,Bridge Head III,onitsha-south,Onitsha South,anambra,Anambra,South East
anambra-nnewi-north-nnewi-ichi-i,Nnewi-ichi  I,nnewi-north,Nnewi North,anambra,Anambra,South East
anambra-nnewi-north-nnewi-ichi-ii,Nnewi-ichi  II,nnewi-north,Nnewi North,anambra,Anambra,South East
